filename,image_id,index,latitude,longitude,direction,timestamp,road_condition,problem_types,sequence_id
0000_1169999861930946.jpg,1169999861930946,0,43.333474173728,-79.892872942531,311.0279227084,1763745520644,,,pmZ9t5uVoMEKgns0DwIXxT
0001_2019557348868487.jpg,2019557348868487,1,43.333317697439,-79.893061305019,311.0196373773,1763745523038,,,pmZ9t5uVoMEKgns0DwIXxT
0002_1381083603414292.jpg,1381083603414292,2,43.333158423521,-79.89325422442,311.92283611962,1763745526045,,,pmZ9t5uVoMEKgns0DwIXxT
0003_865893829124846.jpg,865893829124846,3,43.33297862292,-79.893475781448,312.40902622329,1763745529030,,,pmZ9t5uVoMEKgns0DwIXxT
0004_1297879648776301.jpg,1297879648776301,4,43.332793036318,-79.893694427692,312.40902622329,1763745532040,,,pmZ9t5uVoMEKgns0DwIXxT
0005_1375552580909787.jpg,1375552580909787,5,43.332594759934,-79.893919446169,315.04801561168,1763745535032,,,pmZ9t5uVoMEKgns0DwIXxT
0006_1186376326709532.jpg,1186376326709532,6,43.332393750021,-79.894144951299,315.04801561168,1763745538032,,,pmZ9t5uVoMEKgns0DwIXxT
0007_4009453926033967.jpg,4009453926033967,7,43.332195582568,-79.894392899627,315.04801561168,1763745541043,,,pmZ9t5uVoMEKgns0DwIXxT
0008_1396799811975848.jpg,1396799811975848,8,43.331986841363,-79.894636800493,318.02464306969,1763745544041,,,pmZ9t5uVoMEKgns0DwIXxT
0009_2289902364831444.jpg,2289902364831444,9,43.331777495061,-79.894894651922,317.87112907968,1763745547044,,,pmZ9t5uVoMEKgns0DwIXxT
0010_1901066101288360.jpg,1901066101288360,10,43.331569964613,-79.895128088276,315.00600108648,1763745550042,,,pmZ9t5uVoMEKgns0DwIXxT
0011_4400665503500626.jpg,4400665503500626,11,43.331380983374,-79.895343033597,314.51721200936,1763745553039,,,pmZ9t5uVoMEKgns0DwIXxT
0012_833791896171826.jpg,833791896171826,12,43.33124738757,-79.895490520421,313.93634971511,1763745556033,,,pmZ9t5uVoMEKgns0DwIXxT
0013_1537753960697071.jpg,1537753960697071,13,43.331156624196,-79.895599345422,314.77468483647,1763745614043,,,pmZ9t5uVoMEKgns0DwIXxT
0014_1977285236179221.jpg,1977285236179221,14,43.331004313386,-79.89576753494,314.77468483647,1763745617031,,,pmZ9t5uVoMEKgns0DwIXxT
0015_4330399930577141.jpg,4330399930577141,15,43.330800218834,-79.896018898119,310.53507668067,1763745620045,,,pmZ9t5uVoMEKgns0DwIXxT
0016_1340830860750684.jpg,1340830860750684,16,43.330546475296,-79.896318686285,311.85068541341,1763745623044,,,pmZ9t5uVoMEKgns0DwIXxT
0017_1511695026542584.jpg,1511695026542584,17,43.330270115653,-79.896645699256,311.85068541341,1763745626034,,,pmZ9t5uVoMEKgns0DwIXxT
0018_1742416207166432.jpg,1742416207166432,18,43.329988865053,-79.89697949414,311.85068541341,1763745629046,,,pmZ9t5uVoMEKgns0DwIXxT
0019_1349185160024985.jpg,1349185160024985,19,43.329700194316,-79.897327637281,311.85068541341,1763745632039,,,pmZ9t5uVoMEKgns0DwIXxT
0020_3250092201825041.jpg,3250092201825041,20,43.329404840289,-79.897685687935,311.85068541341,1763745635047,,,pmZ9t5uVoMEKgns0DwIXxT
0021_1113469830858793.jpg,1113469830858793,21,43.329115434617,-79.898025265778,311.85068541341,1763745638034,,,pmZ9t5uVoMEKgns0DwIXxT
0022_848124354605966.jpg,848124354605966,22,43.328845810419,-79.89834253354,311.85068541341,1763745641030,,,pmZ9t5uVoMEKgns0DwIXxT
0023_1206296614787438.jpg,1206296614787438,23,43.328643704171,-79.898577524371,311.31163117548,1763745644046,,,pmZ9t5uVoMEKgns0DwIXxT
0024_1351739129408508.jpg,1351739129408508,24,43.328548976869,-79.898675689646,312.30633889503,1763745655034,,,pmZ9t5uVoMEKgns0DwIXxT
0025_1315542063938934.jpg,1315542063938934,25,43.328420908876,-79.898848023216,312.30633889503,1763745660047,,,pmZ9t5uVoMEKgns0DwIXxT
0026_1387799249367062.jpg,1387799249367062,26,43.328215540987,-79.899069773303,310.34419467625,1763745663034,,,pmZ9t5uVoMEKgns0DwIXxT
0027_1165991062290153.jpg,1165991062290153,27,43.32796548027,-79.899372059186,309.75548795747,1763745666045,,,pmZ9t5uVoMEKgns0DwIXxT
0028_715116738300796.jpg,715116738300796,28,43.327671463702,-79.899717443656,309.75548795747,1763745669031,,,pmZ9t5uVoMEKgns0DwIXxT
0029_728040060322021.jpg,728040060322021,29,43.32736181501,-79.900072922845,310.52967052822,1763745672050,,,pmZ9t5uVoMEKgns0DwIXxT
